sampleID	read_count	g_[Agitococcus]_lubricus_group	g_[Eubacterium]_coprostanoligenes_group	g_[Eubacterium]_eligens_group	g_[Eubacterium]_hallii_group	g_[Eubacterium]_nodatum_group	g_[Ruminococcus]_torques_group	g_Acinetobacter	g_Actinobaculum	g_Actinomyces	g_Actinotignum	g_Aerococcus	g_Aeromonas	g_Akkermansia	g_Alcanivorax	g_Alistipes	g_Alloprevotella	g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	g_Alloscardovia	g_Anaerococcus	g_Anaeroglobus	g_Anaerovoracaceae_Family_XIII_AD3011_group	g_Anaerovoracaceae_S5-A14a	g_Arcanobacterium	g_Asteroleplasma	Atopobium_vaginae	g_Babeliales	g_Bacillus	g_Bacteroides	g_Barnesiella	g_Bdellovibrio	g_Bergeyella	g_Bifidobacterium	g_Bilophila	g_Brevibacterium	g_Brevundimonas	g_Butyrivibrio	g_Campylobacter	g_Candidatus_Azambacteria	g_Candidatus_Falkowbacteria	g_Candidatus_Nomurabacteria	g_Candidatus_Peribacteria	g_Candidatus_Zambryskibacteria	g_Capnocytophaga	g_Catonella	g_Cephaloticoccus	g_Chitinophaga	g_Christensenellaceae_R-7_group	g_Chryseobacterium	g_Chthoniobacter	g_Cloacibacterium	g_Clostridia_UCG-014	g_Collinsella	g_Corynebacterium	g_Cutibacterium	g_Dermabacter	g_Dialister	g_Dyadobacter	g_Edaphobaculum	g_Eggerthella	g_Eggerthellaceae_DNF00809	g_Emticicia	g_Enhydrobacter	g_Enterococcus	g_Escherichia-Shigella	g_Ezakiella	g_Facklamia	g_Faecalibacterium	g_Fastidiosipila	g_Fenollaria	g_Filifactor	g_Finegoldia	g_Flavobacterium	g_Fluviicola	g_Fusobacterium	g_Gallicola	Gardnerella_vaginalis	g_Gemella	g_Gemmata	g_Gemmatimonas	g_Gleimia	g_Globicatella	g_Granulicatella	g_Haemophilus	g_Helcococcus	g_Howardella	g_Jonquetella	g_Kingella	g_Lachnoanaerobaculum	g_Lachnospira	g_Lachnospiraceae_FE2018_group	g_Lachnospiraceae_ND3007_group	Lactobacillus_rhamnosus	Lactobacillus_paraplantarum	Lactobacillus_amylovorus	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii_subsp._delbrueckii	Lactobacillus_gasseri	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_mucosae	Lactobacillus_reuteri	unknown_Lactobacillus	g_Lacunisphaera	g_Lautropia	g_Lawsonella	g_Lentimicrobium	g_Leptotrichia	g_Megasphaera	g_Methanobrevibacter	g_Methanothermobacter	g_Methylobacterium-Methylorubrum	g_Micrococcus	g_Microscillaceae_OLB12	g_Mobiluncus	g_Mogibacterium	g_Moryella	g_Mucilaginibacter	g_Murdochiella	g_Mycoplasma	g_Negativicoccus	g_Neisseria	g_Nosocomiicoccus	g_Novosphingobium	g_Oligella	g_Olsenella	g_Oribacterium	g_Oscillospiraceae_UCG-002	g_Paeniglutamicibacter	g_Paludibacter	g_Parabacteroides	g_Paraprevotella	g_Parasutterella	g_Parcubacteria	g_Parvimonas	g_Peptococcus	g_Peptoniphilus	g_Peptostreptococcus	g_Porphyromonas	Prevotella_timonensis	g_Prolixibacteraceae_WCHB1-32	g_Propionimicrobium	g_Pseudarcicella	g_Pseudomonas	g_Pseudoxanthomonas	g_Pyramidobacter	g_Rhodanobacter	g_Rikenellaceae_RC9_gut_group	g_Roseomonas	g_Rothia	g_Rubinisphaeraceae_SH-PL14	g_Ruminococcaceae_CAG-352	g_Ruminococcaceae_Incertae_Sedis	g_Ruminococcus	g_Saccharimonadaceae_TM7a	g_Salinispira	g_SAR324_clade(Marine_group_B)	g_Schaalia	g_Sediminibacterium	g_Selenomonas	g_Slackia	g_Solobacterium	g_Sphingomonas	g_Staphylococcus	g_Stomatobaculum	g_Streptococcus	g_Subdoligranulum	g_Sutterella	g_Tepidimonas	g_Treponema	g_Undibacterium	g_unknown_Absconditabacteriales_(SR1)	g_unknown_Aerococcaceae	g_unknown_Anaerolineae_A4b	g_unknown_Anaerolineae_RBG-13-54-9	g_unknown_Babeliales	g_unknown_Bacilli	g_unknown_Bacilli_RF39	g_unknown_Bacteria	g_unknown_Bacteroidia	g_unknown_Berkelbacteria	g_unknown_Burkholderiales	g_unknown_Chitinophagaceae	g_unknown_Chitinophagales	g_unknown_Clostridia	g_unknown_Clostridiaceae	g_unknown_Comamonadaceae	g_unknown_Coriobacteriales	g_unknown_Corynebacteriaceae	g_unknown_Crocinitomicaceae	g_unknown_Enterobacterales	g_unknown_Gammaproteobacteria	g_unknown_Gracilibacteria	g_unknown_Lachnospiraceae	g_unknown_Lactobacillales	g_unknown_Micrococcaceae	g_unknown_Micromonosporaceae	g_unknown_Muribaculaceae	g_unknown_Neisseriaceae	g_unknown_Oscillospirales_UCG-010	g_unknown_Parcubacteria	g_unknown_Pasteurellaceae	g_unknown_Pedosphaeraceae	g_unknown_Peptostreptococcaceae	g_unknown_Planctomycetales	g_unknown_Polyangia_Blfdi19	g_unknown_Polyangia_mle1-27	g_unknown_Polyangiales_BIrii41	g_unknown_Rhodospirillales	g_unknown_Ruminococcaceae	g_unknown_Sphingobacteriaceae	g_unknown_Sphingobacteriales	g_unknown_Sphingobacteriales_env.OPS_17	g_unknown_Sphingobacteriales_NS11-12_marine_group	g_unknown_Veillonellaceae	g_unknown_Verrucomicrobiaceae	g_unknown_Vicinamibacteraceae	g_unknown_Woesearchaeales	g_Ureaplasma	g_Varibaculum	g_Veillonella	g_W5053	g_Winkia	I-A_sim	I-B_sim	II_sim	III-A_sim	III-B_sim	IV-A_sim	IV-B_sim	IV-C0_sim	IV-C1_sim	IV-C2_sim	IV-C3_sim	IV-C4_sim	V_sim	subCST	score	CST
P6-V1	7458	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	162	0	0	0	43	0	0	0	0	18	0	0	0	0	0	633	0	0	155	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3429	0	0	1060	0	0	124	0	0	0	113	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	74	17	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	64	0,610646972	0,797742605	0,022195888	0,139252182	0,294543359	0,036383945	0,086163714	0,15281051	0,031651456	0,031124509	0,008895784	0,062189725	0,098673334	I-B	0,797742605	I
P6-V2	5661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	437	0	0	65	0	0	304	0	0	0	0	0	0	72	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	134	0	370	0	0	270	0	0	0	0	0	0	0	111	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	213	0	0	0	0	0	0	281	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	500	88	138	540	0	0	0	4	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	134	7	58	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	38	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	69	0	0	0,000386383	0,005807355	0,012629345	0,001125058	0,009440152	0,041279615	0,072715477	0,335664314	0,076485148	0,005853937	0,036852834	0,017864493	0,007312491	IV-C0	0,335664314	IV-C
P7-V1	7879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	7616	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000696048	0,014421613	0,855856928	0,006167168	0,006655336	0,001768374	0,005507971	0,016960056	0,010524277	0,013505402	0,005002286	0,006254304	0,025644989	II	0,855856928	II
P7-V2	5244	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	491	16	0	0	154	0	140	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	191	0	0	0	0	0	0	0	0	185	0	0	0	153	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	43	0	0	0	0	0	0	53	0	0	0	49	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	718	168	692	518	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0,000417826	0,005672319	0,011645044	0,001004072	0,008313865	0,034460011	0,053594944	0,292072323	0,030537566	0,002875787	0,011442557	0,010468229	0,00726321	IV-C0	0,292072323	IV-C
P8-V1	6231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6016	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,998654385	0,907849753	0,004306768	0,001623072	0,098495626	0,001274653	0,009851366	0,040949137	0,006231597	0,026415125	0,00250954	0,006570775	0,026166237	I-A	0,998654385	I
P8-V2	5791	0	0	0	0	0	0	0	0	83	0	67	0	0	0	0	0	0	0	355	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	212	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	122	310	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	130	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	46	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	22	0	0	0	0,000639081	0,009477071	0,047779509	0,002950951	0,038698626	0,185839602	0,397986691	0,287674232	0,045716998	0,010450327	0,016320614	0,080781908	0,032514555	IV-B	0,397986691	IV-B
P9-V1	4877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	4262	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000760762	0,015391105	0,915729533	0,003774249	0,01121493	0,019789893	0,03848821	0,020788823	0,012293628	0,014704119	0,005293956	0,00928295	0,031066992	II	0,915729533	II
P9-V2	5791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	96	0	0	0	0	4967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	192	0	0	0	0	0	0	0	17	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	53	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,014042829	0,023134263	0,080817896	0,005853142	0,076273063	0,220531217	0,484487158	0,037040026	0,01739133	0,010739854	0,002569265	0,035639177	0,058348484	IV-B	0,484487158	IV-B
Tra10-V1	8557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8341	0	0	90	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,99943199	0,905698471	0,004819649	0,007052192	0,10397607	0,001817714	0,010959497	0,04196025	0,010678412	0,026745135	0,003331418	0,008181843	0,028202497	I-A	0,99943199	I
Tra11-V1	3754	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	112	18	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	14	0	0	0	0	84	0	225	0	0	109	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	382	0	24	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	29	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,000801877	0,016180565	0,554955907	0,004208275	0,038368824	0,158236751	0,333126483	0,14385251	0,027357191	0,015258167	0,009705837	0,028063012	0,049381852	II	0,554955907	II
Tra12-V1	3585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	412	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32	566	0	0	1596	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	119	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,151824975	0,230078587	0,061496329	0,60828135	0,885554322	0,139413322	0,308656156	0,209354535	0,024357902	0,021721358	0,004346518	0,145766092	0,269662402	III-B	0,885554322	III
Tra13-V1	4045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3377	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,965222282	0,948795773	0,006068095	0,002046171	0,105270372	0,00168411	0,011913022	0,055952481	0,07488634	0,031472559	0,01547667	0,014411693	0,027820667	I-A	0,965222282	I
Tra14-V1	5717	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	41	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	1482	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	90	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	46	0	10	0,001744472	0,03546684	0,071725229	0,380852969	0,576004339	0,26245558	0,638386754	0,207000379	0,140905674	0,024652098	0,030569034	0,238256472	0,218632012	IV-B	0,638386754	IV-B
Tra15-V1	8275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	7596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0,002489404	0,044044843	0,050343397	0,995830163	0,832990444	0,066132658	0,141071889	0,078786321	0,018602515	0,012279904	0,001037494	0,126028369	0,245269534	III-A	0,995830163	III
Tra17-V1	8562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	157	0	0	5	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	7443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	14	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0,000723721	0,014944301	0,905047308	0,003294303	0,004583418	0,001509822	0,004113324	0,023596367	0,01136219	0,013853948	0,005750899	0,006152774	0,025782221	II	0,905047308	II
Tra18-V1	2093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1887	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0,002767675	0,045559146	0,047063372	0,998124985	0,831703035	0,054706036	0,118142235	0,078680214	0,017808327	0,011959898	0,00101594	0,125119233	0,282982565	III-A	0,998124985	III
Tra1-V1	8299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	8134	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,999133518	0,901644264	0,009312378	0,001636365	0,097845926	0,001265822	0,009773551	0,04058084	0,006316946	0,026434504	0,002526548	0,006579099	0,026246177	I-A	0,999133518	I
Tra20-V1	8601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	60	0	0	0	0	0	0	4934	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	1661	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0,000353569	0,01029508	0,02671034	0,007585385	0,014425054	0,004429688	0,012281506	0,077848745	0,203343124	0,01648111	0,954419293	0,053195323	0,006985107	IV-C3	0,954419293	IV-C
Tra21-V1	4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3838	0	0	0	12	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0,995578525	0,934063747	0,004780885	0,001764711	0,101300537	0,001421358	0,010479766	0,045380315	0,009223676	0,027237758	0,003402056	0,00880039	0,028383044	I-A	0,995578525	I
Tra22-V1	4793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	25	0	25	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	14	0	60	0	0	0	0	0	0	0	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	60	0	127	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0,002437223	0,044501393	0,048155477	0,985926761	0,869711503	0,058755029	0,126366778	0,087387329	0,018312926	0,012273787	0,001343749	0,134395621	0,252156359	III-A	0,985926761	III
